Id,ShortName,FullName,HomePage
1286,"JMLC","Joint Modular Languages Conference","http://www.informatik.uni-trier.de/~ley/db/conf/jmlc/index.html"
1287,"JOBIM","International Conference on Biology, Informatics, and Mathematics","http://www.informatik.uni-trier.de/~ley/db/conf/jobim/index.html"
1288,"","Architectures for Quality of Service in the Internet","http://www.informatik.uni-trier.de/~ley/db/conf/artqos/index.html"
1289,"","JSAI Workshops","http://www.ai-gakkai.or.jp/jsai-isai/2011/index.html"
1290,"VM","Virtual Machine Research and Technology Symposium","http://www.informatik.uni-trier.de/~ley/db/conf/jvm/index.html"
1291,"","Knowledge Based Computer Systems","http://www.informatik.uni-trier.de/~ley/db/conf/kbcs/index.html"
1292,"K-CAP","International Conference on Knowledge Capture","http://kcap11.stanford.edu/"
1293,"","Knowledge Intensive CAD","http://www.informatik.uni-trier.de/~ley/db/conf/kic/index.html"
1294,"","Knowledge Management in Electronic Government","http://www.informatik.uni-trier.de/~ley/db/conf/kmgov/index.html"
1295,"","Kognitive Aspekte der Mensch-Computer-Interaktion","http://www.informatik.uni-trier.de/~ley/db/conf/kognition/index.html"
1296,"","KONVENS - Verarbeitung natürlicher Sprache","http://www.informatik.uni-trier.de/~ley/db/conf/konvens/index.html"
1297,"","KORSO","http://www.informatik.uni-trier.de/~ley/db/conf/korso/index.html"
1298,"","Knowledge Representation and Organization in Machine Learning","http://www.informatik.uni-trier.de/~ley/db/conf/kroml/index.html"
1299,"AMAST","Algebraic Methodology and Software Technology","http://www.informatik.uni-trier.de/~ley/db/conf/arts/index.html"
1300,"","Kyoto International Conference on Digital Libraries","http://www.informatik.uni-trier.de/~ley/db/conf/kyotoDL/index.html"
1301,"","Latin-American Symposium on Dependable Computing","http://www.informatik.uni-trier.de/~ley/db/conf/ladc/index.html"
1302,"","Logic, Action, and Information","http://www.informatik.uni-trier.de/~ley/db/conf/lai/index.html"
1303,"","Logic and Machines","http://www.informatik.uni-trier.de/~ley/db/conf/lam/index.html"
1304,"","Lambda-Calculus","http://www.informatik.uni-trier.de/~ley/db/conf/lambda/index.html"
1305,"","Local Area Network Security","http://www.informatik.uni-trier.de/~ley/db/conf/lansec/index.html"
1306,"Larch","International Workshop on Larch","http://www.informatik.uni-trier.de/~ley/db/conf/larch/index.html"
1307,"","Logic at Work","http://www.informatik.uni-trier.de/~ley/db/conf/law/index.html"
1308,"LCC","Logical and Computational Complexity","http://www.informatik.uni-trier.de/~ley/db/conf/lcc/index.html"
1309,"LCN","IEEE Conference on Local Computer Networks","http://www.ieeelcn.org/"
1310,"","Artificial Intelligence and Soft Computing","http://www.informatik.uni-trier.de/~ley/db/conf/asc/index.html"
1311,"","Language Design and Programming Methodology","http://www.informatik.uni-trier.de/~ley/db/conf/ldpm/index.html"
1312,"","LILOG","http://www.informatik.uni-trier.de/~ley/db/conf/lilog/index.html"
1313,"","Computerlinguistik","http://www.informatik.uni-trier.de/~ley/db/conf/ling/index.html"
1314,"LISA","USENIX Systems Administration Conference","http://www.usenix.org/"
1315,"","LITP Spring School on Theoretical Computer Science","http://www.informatik.uni-trier.de/~ley/db/conf/litp/index.html"
1316,"","Learning Language in Logic","http://www.informatik.uni-trier.de/~ley/db/conf/lll/index.html"
1317,"","Logic Colloquium","http://www.informatik.uni-trier.de/~ley/db/conf/logicColl/index.html"
1318,"","Logic of Programs","http://www.informatik.uni-trier.de/~ley/db/conf/lop/index.html"
1319,"LPKR","Logic Programming and Knowledge Representation","http://www.informatik.uni-trier.de/~ley/db/conf/lpkr/index.html"
1320,"","Learning Software Organizations","http://www.informatik.uni-trier.de/~ley/db/conf/lso/index.html"
1321,"","Applied Cryptography and Network Security","http://www.isac.uma.es/acns2011/"
1322,"ASCILITE","Australian Society for Computers in Tertiary Education","http://www.informatik.uni-trier.de/~ley/db/conf/ascilite/index.html"
1323,"","L Systems","http://www.informatik.uni-trier.de/~ley/db/conf/Lsystems/index.html"
1324,"","The Logic of Theory Change","http://www.informatik.uni-trier.de/~ley/db/conf/ltc/index.html"
1325,"MA","International Symposium on Mobile Agents","http://wotan.liu.edu/docis/show?doc=dbl/mamama/index.html&query=karjoth"
1326,"MABS","Workshop on Multi-Agent Systems and Agent-Based Simulation","http://www.iiia.csic.es/~dvillatoro/MABS11/Home.html"
1327,"","USENIX MACH Symposium","http://www.informatik.uni-trier.de/~ley/db/conf/mach/index.html"
1328,"","Midwest Artificial Intelligence and Cognitive Science Conference","http://maics2011.ewu.edu/index.php/MAICS2011"
1329,"MAMUS","Multiagent for Mass User Support","http://www.informatik.uni-trier.de/~ley/db/conf/mamus/index.html"
1330,"","Datenverarbeitung im Marketing","http://www.informatik.uni-trier.de/~ley/db/conf/marketing/index.html"
1331,"","Mobile Agents and Security","http://www.informatik.uni-trier.de/~ley/db/conf/mas/index.html"
1332,"","Multi-Agent-Systems and Applications","http://www.informatik.uni-trier.de/~ley/db/conf/masa/index.html"
1333,"","Answer Set Programming","http://www.informatik.uni-trier.de/~ley/db/conf/asp/index.html"
1334,"MATA","Mobile Agents for Telecommunication Applications","http://www.informatik.uni-trier.de/~ley/db/conf/mata/index.html"
1335,"MATES","Multiagent System Technologies","http://www.ia.urjc.es/mates2011/"
1336,"","Mobile Computing in Medicine","http://www.informatik.uni-trier.de/~ley/db/conf/mcm/index.html"
1337,"","Functional Programming, Concurrency, Simulation and Automated Reasoning","http://www.informatik.uni-trier.de/~ley/db/conf/mcmaster/index.html"
1338,"","MCPR Workshops","http://www.informatik.uni-trier.de/~ley/db/conf/mcpr/index.html"
1339,"MCU","Machines, Computations, and Universality","http://www.cs.cmu.edu/~mcu2010/"
1340,"","Mobile Datenbanken und Informationssysteme","http://www.informatik.uni-trier.de/~ley/db/conf/m-dbis/index.html"
1341,"","Mobile Datenbanken und Informationssysteme","http://www.informatik.uni-trier.de/~ley/db/conf/mdi/index.html"
1342,"MDIC","Multimedia Databases and Image Communication","http://www.informatik.uni-trier.de/~ley/db/conf/mdic/index.html"
1343,"ASST","Aachener Symposium für Signaltheorie","http://www.informatik.uni-trier.de/~ley/db/conf/asst/index.html"
1344,"","Multimedia Electronic Documents - MeDoc","http://www.informatik.uni-trier.de/~ley/db/conf/medoc/index.html"
1345,"","Workshop on Membrane Computing","http://cmc12.lacl.fr/"
1346,"","Structural Computing / Metainformatics","http://www.informatik.uni-trier.de/~ley/db/conf/metainformatics/index.html"
1347,"","Mathematical Foundations of Programming Semantics","http://www.informatik.uni-trier.de/~ley/db/conf/mfps/index.html"
1348,"Mobile HCI","Conference on Human-Computer Interaction with Mobile Devices and Services","http://www.informatik.uni-trier.de/~ley/db/conf/mhci/index.html"
1349,"","Machine Intelligence","http://www.informatik.uni-trier.de/~ley/db/conf/mi/index.html"
1350,"MICAI","Mexican International Conference on Artificial Intelligence","http://www.informatik.uni-trier.de/~ley/db/conf/micai/index.html"
1351,"MICCAI","Medical Image Computing and Computer-Assisted Intervention","http://www.miccai2011.org/"
1352,"","Microcomputing","http://www.informatik.uni-trier.de/~ley/db/conf/microcomputing/index.html"
1353,"","Rechnergestützter Entwurf und Architektur mikroelektronischer Systeme","http://www.informatik.uni-trier.de/~ley/db/conf/mikro/index.html"
1354,"","Australian Software Engineering Conference","http://www.informatik.uni-trier.de/~ley/db/conf/aswec/index.html"
1355,"MINAR","Multimedia Information Analysis and Retrieval","http://www.informatik.uni-trier.de/~ley/db/conf/minar/index.html"
1356,"MIPS","Multimedia Interactive Protocols and Systems","http://www.informatik.uni-trier.de/~ley/db/conf/mips/index.html"
1357,"","Multimedia Information Retrieval","http://riemann.ist.psu.edu/mir2010/"
1358,"","MIT-JSME Workshops","http://www.informatik.uni-trier.de/~ley/db/conf/mitjsme/index.html"
1359,"MIXER","Workshop on Exploring the Design and Engineering of Mixed Reality Systems","http://www.informatik.uni-trier.de/~ley/db/conf/mixer/index.html"
1360,"","USENIX Microkernels and Other Kernel Architectures Symposium","http://www.informatik.uni-trier.de/~ley/db/conf/mkern/index.html"
1361,"","Mathematical Knowledge Management","http://www.informatik.uni-trier.de/~ley/db/conf/mkm/index.html"
1362,"","Multikonferenz Wirtschaftsinformatik","http://www.informatik.uni-trier.de/~ley/db/conf/mkwi/index.html"
1363,"","USENIX Symposium on Mobile and Location-Independent Computing","http://www.informatik.uni-trier.de/~ley/db/conf/mlics/index.html"
1364,"MLSS","Machine Learning Summer School","http://www.informatik.uni-trier.de/~ley/db/conf/mlss/index.html"
1365,"ASYNC","Symposium on Asynchronous Circuits and Systems","http://asyncsymposium.org/async2011/Home.html"
1366,"","ACM International Workshop on Multimedia Databases","http://www.informatik.uni-trier.de/~ley/db/conf/mmdb/index.html"
1367,"MMM-ACNS","Mathematical Methods, Models, and Architectures for Network Security Systems","http://www.informatik.uni-trier.de/~ley/db/conf/mmmacns/index.html"
1368,"MMNS","International Conference on Management of Multimedia Networks and Services","http://www.informatik.uni-trier.de/~ley/db/conf/mmns/index.html"
1369,"MobiDE","ACM International Workshop on Data Engineering for Wireless and Mobile Access","http://www.itee.uq.edu.au/~mobide11"
1370,"MobiHoc","Mobile Ad Hoc Networking and Computing","http://www.sigmobile.org/mobihoc/2010/"
1371,"","Modellierung betrieblicher Informationssyteme, MobIS","http://www.informatik.uni-trier.de/~ley/db/conf/mobis/index.html"
1372,"MobiSys","International Conference on Mobile Systems, Applications, and Services","http://www.sigmobile.org/mobisys/2011/"
1373,"","Mobiles Computing in der Medizin","http://www.informatik.uni-trier.de/~ley/db/conf/mocomed/index.html"
1374,"","Easter Conference on Model Theory","http://www.informatik.uni-trier.de/~ley/db/conf/model/index.html"
1375,"","ModelAge Workshop","http://www.informatik.uni-trier.de/~ley/db/conf/modelage/index.html"
1376,"Aussois","Combinatorial Optimization","http://www.informatik.uni-trier.de/~ley/db/conf/aussois/index.html"
1377,"","International Working Conference on Model Realism","http://www.informatik.uni-trier.de/~ley/db/conf/moreal/index.html"
1378,"","Mobile Object Systems","http://www.informatik.uni-trier.de/~ley/db/conf/mos/index.html"
1379,"MOVEP","Modeling and Verification of Parallel Processes","http://www.informatik.uni-trier.de/~ley/db/conf/movep/index.html"
1380,"M-Services","International Workshop on M-Services","http://www.informatik.uni-trier.de/~ley/db/conf/mservices/index.html"
1381,"","Mathematical Studies of Information Processing","http://www.informatik.uni-trier.de/~ley/db/conf/msi/index.html"
1382,"","Mathematical Science Institute Workshops","http://www.informatik.uni-trier.de/~ley/db/conf/msiw/index.html"
1383,"","Problems and Methodologies in Mathematical Software Production","http://www.informatik.uni-trier.de/~ley/db/conf/msp/index.html"
1384,"","Mathematical Methods for Protein Structure Analysis and Design","http://www.informatik.uni-trier.de/~ley/db/conf/msps/index.html"
1385,"","Multimedia Technology and Management","http://www.informatik.uni-trier.de/~ley/db/conf/mta/index.html"
1386,"MTV","Workshop on Microprocessor Test and Verification","http://mtvcon.org/"
1387,"","Austrographics","http://www.informatik.uni-trier.de/~ley/db/conf/austrographics/index.html"
1388,"","Modelling with Words","http://www.informatik.uni-trier.de/~ley/db/conf/mww/index.html"
1389,"","Numerical Analysis and Its Applications","http://www.informatik.uni-trier.de/~ley/db/conf/naa/index.html"
1390,"NAACL","North American Chapter of the Association for Computational Linguistics","http://naaclhlt2010.isi.edu/"
1391,"","New Hardware Design Methods","http://www.informatik.uni-trier.de/~ley/db/conf/nada/index.html"
1392,"","IEEE/Nagoya-University World Wisepersons Workshops","http://www.informatik.uni-trier.de/~ley/db/conf/nagoya/index.html"
1393,"","North American Process Algebra Workshop","http://www.informatik.uni-trier.de/~ley/db/conf/napaw/index.html"
1394,"NCA","Network Computing and Applications","http://www.ieee-nca.org"
1395,"","New Directions in Question Answering","http://www.informatik.uni-trier.de/~ley/db/conf/ndqa/index.html"
1396,"NETA","Conference on Network Administration","http://www.informatik.uni-trier.de/~ley/db/conf/neta/index.html"
1397,"","Automata Theory and Formal Languages / Automatentheorie und Formale Sprachen","http://www.informatik.uni-trier.de/~ley/db/conf/automata/index.html"
1398,"","Network and System Support for Games","http://www.informatik.uni-trier.de/~ley/db/conf/netgames/index.html"
1399,"","Network Security","http://www.informatik.uni-trier.de/~ley/db/conf/netsec/index.html"
1400,"NETWORKS","Conference on Computer Networks","http://www.informatik.uni-trier.de/~ley/db/conf/networks/index.html"
1401,"","Emergent Neural Computational Architectures Based on Neuroscience","http://www.informatik.uni-trier.de/~ley/db/conf/neuroscience/index.html"
1402,"NGC","Networked Group Communication","http://www.informatik.uni-trier.de/~ley/db/conf/ngc/index.html"
1403,"NIL","Nonmonotonic and Inductive Logic","http://www.informatik.uni-trier.de/~ley/db/conf/nil/index.html"
1404,"","Networked Information Retrieval","http://www.informatik.uni-trier.de/~ley/db/conf/nir/index.html"
1405,"","Heinz Nixdorf Symposium","http://www.informatik.uni-trier.de/~ley/db/conf/nixdorf/index.html"
1406,"NLG","International Workshop on Natural Language Generation","http://www.informatik.uni-trier.de/~ley/db/conf/nlg/index.html"
1407,"","Natural Language Processing","http://nlp.shef.ac.uk/index.html"
1408,"","Automatic Verification Methods for Finite State Systems","http://www.informatik.uni-trier.de/~ley/db/conf/avmfss/index.html"
1409,"","Natural Language Processing Pacific Rim Symposium","http://www.informatik.uni-trier.de/~ley/db/conf/nlprs/index.html"
1410,"","Numerical Methods and Applications","http://www.informatik.uni-trier.de/~ley/db/conf/nma/index.html"
1411,"NMR","Non-Monotonic Reasoning","http://www.informatik.uni-trier.de/~ley/db/conf/nmr/index.html"
1412,"","Summer School on Neural Networks","http://www.informatik.uni-trier.de/~ley/db/conf/nn/index.html"
1413,"NPAR","Non-Photorealistic Animation and Rendering","http://www.cl.cam.ac.uk/conference/cae-sbim-npar-2011/NPAR/CallForPapers"
1414,"NPIV","New Paradigms in Information Visualization and Manipulation","http://www.informatik.uni-trier.de/~ley/db/conf/npiv/index.html"
1415,"NSPW","Workshop on New Security Paradigms","http://www.nspw.org/2011"
1416,"","New Zealand Computer Science Research Students' Conference","http://www.cs.auckland.ac.nz/uoa/home/about/newsandevents/news/news/template/news_item.jsp?cid=332569"
1417,"","Optimal Algorithms","http://www.informatik.uni-trier.de/~ley/db/conf/oa/index.html"
1418,"","Ontologies in Agent Systems","http://www.informatik.uni-trier.de/~ley/db/conf/oas/index.html"
1419,"AWIC","Atlantic Web Intelligence Conference","http://www.informatik.uni-trier.de/~ley/db/conf/awic/index.html"
1420,"OBPDC","Object-Based Parallel and Distributed Computation","http://www.informatik.uni-trier.de/~ley/db/conf/obpdc/index.html"
1421,"","Object Modeling with the OCL","http://www.informatik.uni-trier.de/~ley/db/conf/ocl/index.html"
1422,"","Codes for Boundary-Value Problems in Ordinary Differential Equations","http://www.informatik.uni-trier.de/~ley/db/conf/ode/index.html"
1423,"","Open Distributed Processing","http://www.informatik.uni-trier.de/~ley/db/conf/odp/index.html"
1424,"FAI Workshops","Austrian Research Institute for Artificial Intelligence Workshops","http://www.informatik.uni-trier.de/~ley/db/conf/ofai/index.html"
1425,"OHS","International Workshop on Open Hypertext Systems","http://www.informatik.uni-trier.de/~ley/db/conf/ohs/index.html"
1426,"","Organizational Memories","http://www.informatik.uni-trier.de/~ley/db/conf/om/index.html"
1427,"","Object-Oriented Modeling of Embedded Real-Time Systems","http://www.informatik.uni-trier.de/~ley/db/conf/omer/index.html"
1428,"ONDM","Optical Network Design and Modelling","http://www.ondm2011.unibo.it"
1429,"ACRI","International Conference on Cellular Automata for Research and Industry","http://www.informatik.uni-trier.de/~ley/db/conf/acri/index.html"
1430,"","Algorithmen und Werkzeuge für Petrinetze","http://www.informatik.uni-trier.de/~ley/db/conf/awpn/index.html"
1431,"","Eurographics Workshop on Programming Paradigms in Graphics / Object-Oriented Graphics","http://www.informatik.uni-trier.de/~ley/db/conf/oographics/index.html"
1432,"","Reflection and Software Engineering","http://www.informatik.uni-trier.de/~ley/db/conf/oorase/index.html"
1433,"OPODIS","International Conference On Principles Of DIstributed Systems","http://www.opodis.net/"
1434,"","Orders, Algorithms, and Applications","http://www.informatik.uni-trier.de/~ley/db/conf/ordal/index.html"
1435,"","Object-Role Modelling","http://www.informatik.uni-trier.de/~ley/db/conf/orm/index.html"
1436,"","Operating Systems","http://www.informatik.uni-trier.de/~ley/db/conf/os/index.html"
1437,"","OTM Workshops","http://www.informatik.uni-trier.de/~ley/db/conf/otm/index.html"
1438,"","Parallel Algorithms and Architectures","http://www.informatik.uni-trier.de/~ley/db/conf/paa/index.html"
1439,"PACS","Power-Aware Computer Systems","http://www.informatik.uni-trier.de/~ley/db/conf/pacs/index.html"
1440,"PADO","Symposium on Programs as Data Objects","http://www.informatik.uni-trier.de/~ley/db/conf/pado/index.html"
1441,"ZB","International Conference of B and Z Users","http://www.informatik.uni-trier.de/~ley/db/conf/b/index.html"
1442,"","Practical Aspects of Knowledge Management","http://www.informatik.uni-trier.de/~ley/db/conf/pakm/index.html"
1443,"","Passive and Active Network Measurement","http://pam2011.gatech.edu/cfp.shtml"
1444,"","Process Algebra and Probabilistic Methods","http://www.informatik.uni-trier.de/~ley/db/conf/papm/index.html"
1445,"","Recent Issues in Pattern Analysis and Recognition","http://www.informatik.uni-trier.de/~ley/db/conf/par/index.html"
1446,"PARA","Workshop on Applied Parallel Computing","http://www.informatik.uni-trier.de/~ley/db/conf/para/index.html"
1447,"Parcella","Parallel Processing by Cellular Automata and Arrays","http://www.informatik.uni-trier.de/~ley/db/conf/parcella/index.html"
1448,"","Parallel Computing in Electrical Engineering","http://www.informatik.uni-trier.de/~ley/db/conf/parelec/index.html"
1449,"PASCAL","PASCAL Conference","http://www.informatik.uni-trier.de/~ley/db/conf/pascal/index.html"
1450,"PATAT","Practice and Theory of Automated Timetabling","http://www.cs.qub.ac.uk/~B.McCollum/patat10/"
1451,"PATMOS","Workshop on Power and Timing Modeling, Optimization and Simulation","http://www.informatik.uni-trier.de/~ley/db/conf/patmos/index.html"
1452,"","Baltic Computer Science","http://www.informatik.uni-trier.de/~ley/db/conf/balt/index.html"
1453,"","Program Construction","http://www.informatik.uni-trier.de/~ley/db/conf/pc/index.html"
1454,"PCI","Panhellenic Conference on Informatics","http://pci2011.teiwm.gr/"
1455,"","Paraconsistent Computational Logic","http://www.informatik.uni-trier.de/~ley/db/conf/pcl/index.html"
1456,"","IEEE Pacific Rim Conference on Multimedia","http://www.informatik.uni-trier.de/~ley/db/conf/pcm/index.html"
1457,"","Personal Computing","http://www.informatik.uni-trier.de/~ley/db/conf/pcomp/index.html"
1458,"PCRCW","Parallel Computer Routing and Communication","http://www.informatik.uni-trier.de/~ley/db/conf/pcrcw/index.html"
1459,"WPDD","Workshop on Parallel and Distributed Debugging","http://www.informatik.uni-trier.de/~ley/db/conf/pdd/index.html"
1460,"","Programs as Data Objects","http://www.informatik.uni-trier.de/~ley/db/conf/pdo/index.html"
1461,"","Process in Distributed Operating Systems and Distributed Systems Management","http://www.informatik.uni-trier.de/~ley/db/conf/pdos/index.html"
1462,"","Parallel, Distributed and Network-Based Processing","http://www.pdp2011.org"
1463,"","Banff Higher Order Workshop","http://www.informatik.uni-trier.de/~ley/db/conf/banff/index.html"
1464,"","Software Engineering for Parallel and Distributed Systems","http://www.informatik.uni-trier.de/~ley/db/conf/pds/index.html"
1465,"PDSE","International Symposium on Software Engineering for Parallel and Distributed Systems","http://www.informatik.uni-trier.de/~ley/db/conf/pdse/index.html"
1466,"","Performance of Distributed Systems and Integrated Communication Networks","http://www.informatik.uni-trier.de/~ley/db/conf/pdsicn/index.html"
1467,"","Performance Engineering","http://icpe2011.ipd.kit.edu/"
1468,"PEARL","Conference on Public Economics At the Regional and Local level","http://www.informatik.uni-trier.de/~ley/db/conf/pearl/index.html"
1469,"","Programming Environments for Parallel Computing","http://www.informatik.uni-trier.de/~ley/db/conf/pepc/index.html"
1470,"","IEEE International Conference on Pervasive Computing and Communications","http://www.percom.org"
1471,"Performance","International Symposium on Computer Performance, Modeling, Measurements and Evaluation","http://event.cwi.nl/performance2011/"
1472,"","Pervasive Computing","http://pervasiveconference.org/2011/calls/papers.html"
1473,"PETS","Privacy Enhancing Technologies","http://petsymposium.org/2011/"
1474,"","BCS HCI Conference","http://hci2011.co.uk/site/"
1475,"","Software Product Family Engineering","http://www.informatik.uni-trier.de/~ley/db/conf/pfe/index.html"
1476,"PG","Pacific Conference on Computer Graphics and Applications","http://graphics.csie.ncku.edu.tw/PG2011/index.html"
1477,"","PGL DataBase Research Conference","http://www.informatik.uni-trier.de/~ley/db/conf/pgldb/index.html"
1478,"","PHOENIX Workshops","http://www.informatik.uni-trier.de/~ley/db/conf/phoenix/index.html"
1479,"","Physik und Informatik - Informatik und Physik","http://www.informatik.uni-trier.de/~ley/db/conf/physik/index.html"
1480,"","Image Processing, Image Quality, Image Capture Systems Conference","http://www.informatik.uni-trier.de/~ley/db/conf/pics/index.html"
1481,"","Workshop on Parallel Lisp","http://www.informatik.uni-trier.de/~ley/db/conf/plisp/index.html"
1482,"","Programming Languages and System Architectures","http://www.informatik.uni-trier.de/~ley/db/conf/plsa/index.html"
1483,"","Petri Nets and Performance Models","http://www.informatik.uni-trier.de/~ley/db/conf/pnpm/index.html"
1484,"PODP","Principles of Document Processing","http://www.informatik.uni-trier.de/~ley/db/conf/podp/index.html"
1485,"","Workshop on Nonclassical Logics and Information Processing","http://www.informatik.uni-trier.de/~ley/db/conf/berlin/index.html"
1486,"","Policies for Distributed Systems and Networks","http://www.informatik.uni-trier.de/~ley/db/conf/policy/index.html"
1487,"","Portability of Numerical Software","http://www.informatik.uni-trier.de/~ley/db/conf/portability/index.html"
1488,"","Portable Software","http://www.informatik.uni-trier.de/~ley/db/conf/portable/index.html"
1489,"PorTAL","Portugal for Natural Language Processing","http://www.informatik.uni-trier.de/~ley/db/conf/portal/index.html"
1490,"","Parallel Processing and Applied Mathematics","http://www.ppam.pl/"
1491,"","Principles and Practice of Semantic Web Reasoning","http://www.informatik.uni-trier.de/~ley/db/conf/ppswr/index.html"
1492,"PRDC","Pacific Rim International Symposium on Dependable Computing","http://prdc.dependability.org/2011/"
1493,"PRIMA","Pacific Rim International Workshop on Multi-Agents","http://www.prima2010.org/"
1494,"PROCOMET","Programming Concepts, Methods and Calculi","http://www.informatik.uni-trier.de/~ley/db/conf/procomet/index.html"
1495,"","Broadband Islands","http://www.informatik.uni-trier.de/~ley/db/conf/bi/index.html"
1496,"PROFES","Product Focused Software Process Improvement","http://serlab.di.uniba.it/profes2011/"
1497,"","Symposium on Programming","http://www.informatik.uni-trier.de/~ley/db/conf/programm/index.html"
1498,"","Programmiersprachen","http://www.informatik.uni-trier.de/~ley/db/conf/programmier/index.html"
1499,"PROLAMAT","PROgraming LAnguages for MAnufacTuring","http://www.informatik.uni-trier.de/~ley/db/conf/prolamat/index.html"
1500,"","Processing of the Portuguese Language","http://www.informatik.uni-trier.de/~ley/db/conf/propor/index.html"
1501,"","PROSPECTRA","http://www.informatik.uni-trier.de/~ley/db/conf/prospectra/index.html"
1502,"","Fachtagung Prozessrechner","http://www.informatik.uni-trier.de/~ley/db/conf/prozess/index.html"
1503,"","Pacific Symposium on Biocomputing","http://psb.stanford.edu/"
1504,"","Parallel Symbolic Computing","http://www.informatik.uni-trier.de/~ley/db/conf/psc/index.html"
1505,"","GI-BIFOA","http://www.informatik.uni-trier.de/~ley/db/conf/bifoa/index.html"
1506,"","Parallel Symbolic Languages and Systems","http://www.informatik.uni-trier.de/~ley/db/conf/psls/index.html"
1507,"PuK","Workshop Planen und Konfigurieren","http://www.informatik.uni-trier.de/~ley/db/conf/puk/index.html"
1508,"PVM/MPI","Parallel Virtual Machine / Message Passing Interface","http://www.eurompi2010.org/"
1509,"QCQC","Quantum Computing and Quantum Communications","http://www.informatik.uni-trier.de/~ley/db/conf/qcqc/index.html"
1510,"","IFIP WG2.5 Working Conference","http://www.informatik.uni-trier.de/~ley/db/conf/qns/index.html"
1511,"QoS-IP","Quality of Service in Multiservice IP Networks","http://www.informatik.uni-trier.de/~ley/db/conf/qosip/index.html"
1512,"QSIC","International Conference on Quality Software","http://antares.sip.ucm.es/qsic2011"
1513,"","Repräsentation und Verarbeitung räumlichen Wissens","http://www.informatik.uni-trier.de/~ley/db/conf/raeumlich/index.html"
1514,"RAID","Recent Advances in Intrusion Detection","http://www.raid2011.org/"
1515,"RANDOM","Randomization and Approximation Techniques in Computer Science","http://cui.unige.ch/tcs/random-approx/2010/index.php"
1516,"","Bildverarbeitung fur die Medizin","http://www.bvm-workshop.org/"
1517,"","Regulated Agent-Based Social Systems","http://www.informatik.uni-trier.de/~ley/db/conf/rasta/index.html"
1518,"","Requirements Engineering","http://re11.fbk.eu/"
1519,"","Reading and Learning","http://www.informatik.uni-trier.de/~ley/db/conf/reading/index.html"
1520,"RECOMB","Research in Computational Molecular Biology","http://compbio.cs.sfu.ca/recomb2011/index.html"
1521,"","Meta-Level Architectures and Reflection","http://www.informatik.uni-trier.de/~ley/db/conf/reflection/index.html"
1522,"","Rechner-Gestutzter Unterricht","http://www.informatik.uni-trier.de/~ley/db/conf/rgu/index.html"
1523,"","RIMS Symposia on Software Science and Engineering","http://www.informatik.uni-trier.de/~ley/db/conf/rims/index.html"
1524,"","Radical Innovations of Software and Systems Engineering in the Future","http://www.informatik.uni-trier.de/~ley/db/conf/rissef/index.html"
1525,"","Conference Internationale Associant Chercheurs Vietnamiens et Francophones en Informatique","http://www.informatik.uni-trier.de/~ley/db/conf/rivf/index.html"
1526,"","Informatik in den Biowissenschaften","http://www.informatik.uni-trier.de/~ley/db/conf/biow/index.html"
1527,"","Reason Maintenance","http://www.informatik.uni-trier.de/~ley/db/conf/rm/index.html"
1528,"","Rule Markup Languages for Business Rules on the Semantic Web","http://www.informatik.uni-trier.de/~ley/db/conf/rml/index.html"
1529,"RobVis","Robot Vision","http://www.informatik.uni-trier.de/~ley/db/conf/robvis/index.html"
1530,"RSFDGrC","Rough Sets, Fuzzy Sets, Data Mining, and Granular-Soft Computing","http://rsfdgrc.hse.ru"
1531,"EGSR","Eurographics Symposium on Rendering/Eurographics Workshop on Rendering Techniques","http://egsr2011.mff.cuni.cz/"
1532,"RTSE","Requirements Targeting Software and Systems Engineering","http://www.informatik.uni-trier.de/~ley/db/conf/rtse/index.html"
1533,"","ACM SIGPLAN Workshop on Rule-Based Programming","http://www.informatik.uni-trier.de/~ley/db/conf/rule/index.html"
1534,"","Reasoning with Uncertainty in Robotics","http://www.informatik.uni-trier.de/~ley/db/conf/rur/index.html"
1535,"","GI-Fachtagung/Fachgespräch über Rechenzentren","http://www.informatik.uni-trier.de/~ley/db/conf/rz/index.html"
1536,"SAM","System Analysis and Modeling","http://www.informatik.uni-trier.de/~ley/db/conf/sam/index.html"
1537,"","The Analysis of Concurrent Systems","http://www.informatik.uni-trier.de/~ley/db/conf/acs/index.html"
1538,"","Birthday ...","http://www.informatik.uni-trier.de/~ley/db/conf/birthday/index.html"
1539,"","Theory and Applications of Satisfiability Testing","http://www.lri.fr/SAT2011/"
1540,"SBAC-PAD","Symposium on Computer Architecture and High Performance Computing","http://www.sbc.org.br/sbac/2011"
1541,"SBRN","Brazilian Symposium on Neural Networks","http://www.informatik.uni-trier.de/~ley/db/conf/sbrn/index.html"
1542,"","Semantics of Concurrent Computation","http://www.informatik.uni-trier.de/~ley/db/conf/scc/index.html"
1543,"","Scandinavian Conference on Image Analysis","http://www.informatik.uni-trier.de/~ley/db/conf/scia/index.html"
1544,"","Solving Combinatorial Optimization Problems in Parallel","http://www.informatik.uni-trier.de/~ley/db/conf/scoop/index.html"
1545,"","Software and Compilers for Embedded Systems","http://www.scopesconf.org/scopes-11/"
1546,"","Semantics of Data Types","http://www.informatik.uni-trier.de/~ley/db/conf/sdt/index.html"
1547,"","Artificial Intelligence in Structural Engineering","http://www.informatik.uni-trier.de/~ley/db/conf/seaai/index.html"
