AuthorId,ConfirmedPaperIds,DeletedPaperIds
135255,11495 12938 20935 87417 93965 114022 115706 158320 181847 193108 223064 226259 238583 239568 241794 262205 272360 318716 332992 346328 355128 359983 360916 364918 375203 377596 380511 468713 478823 519714 530772 535549 550617 579783 595760 608607 614336 636047 639012 651814 661341 674912 681412 707403 716294 749815 765000 788210 824385 883342 884352 886853 897863 972849 978587 1015477 1023773 1048928 1049055 1064687 1086577 1092921 1094371 1098649 1100435 1125438 1151058 1156030 1167009 1173689 1187710 1217530 1217895 1248648 1270629 1278569 1284110 1285228 1294942 1296688 1299308 1311847 1347462 1352037 1369256 1403987 1426554 1454066 1473975 1496343 1501392 1516935 1543970 1597054 1601838 1605234 1623185 1627474 1633552 1686272 1710323 1772902 1781174 1851569 1866478 1877862 1907802 1920962 1928279 2010005 2015684 2016063 2130203 2149920 2159401 2173921 2174544 2210331 2215095 2218082 2249981,1161415
135504,1702824,40742
137033,19595 85610 459482 551204 689735 711531 1193938 1590641 1671853 1837758 1894086 2015963,253893 605414
137699,142111 504582 1075227 1795950 1880494,1336776
137784,49501 247872 261731 598615 641581 823719 1349259 1668991 1987916 2088564 2199438,140702 1871351 2110248
137861,59169 102212 255078 386240 389988 573777 598195 614527 666829 667871 699556 778570 796376 815581 851983 920509 965521 1060758 1125739 1132413 1162673 1282633 1299467 1376389 1397920 1466973 1500762 1599772 1610218 1613709 1674914 1697693 1699210 1701695 1704337 1756567 1965622 1991955 2137894 2143852,5684 22744 23456 30917 35733 44601 52575 69324 87128 92744 96534 103188 153806 170006 185030 200300 202716 226559 240618 245882 287902 297728 306538 314033 366247 392327 407246 415997 422883 441592 464041 474922 478529 488952 515189 524104 543489 560996 612112 616221 634925 642625 645936 646897 652164 662647 682974 684895 692957 744495 752460 763010 774938 781541 796108 808029 829285 829417 839585 865260 894526 917167 921761 934678 937376 944252 948956 965768 965809 992751 993597 1013633 1024354 1033382 1046063 1056407 1072307 1073843 1110112 1124182 1135556 1142706 1153270 1156518 1159076 1164474 1169120 1171678 1175138 1207333 1221167 1226858 1241548 1246483 1248631 1273353 1287364 1309288 1313103 1317282 1362186 1374306 1374613 1396093 1397819 1404337 1407788 1423395 1427057 1434741 1436308 1471647 1476820 1491809 1495047 1495620 1527319 1546900 1573018 1587009 1602338 1603150 1615852 1632715 1634283 1646171 1667526 1675242 1692069 1695259 1699306 1704338 1711429 1718949 1729742 1733531 1739408 1757332 1763728 1790615 1830726 1833979 1874118 1915622 1934667 1971497 1977103 1982697 2028577 2032991 2038880 2041581 2069000 2077734 2088576 2089071 2095628 2095960 2105166 2108998 2111316 2117478 2122717 2130987 2153778 2178572 2183618 2198549 2199661 2204417 2205783 2208532
138286,11961 46260 101264 103882 148999 153029 226574 242997 260697 275595 318463 356807 566596 566618 571177 625164 657200 695110 807978 815102 904309 986396 994128 1193833 1211945 1267929 1288241 1313049 1403806 1444392 1453179 1517578 1583860 1585092 1591296 1635037 1680840 1814688 1860465 1936645 2093714 2119675 2155019 2205687,1973507 2009186
138364,212467 1312161 1316082 2242303,39173 61016 70007 99780 164514 229442 270998 330595 420082 445648 463918 500868 509229 584835 614908 617131 633436 852775 891640 1002537 1050301 1056384 1062371 1125724 1225160 1315819 1316082 1316914 1373551 1374598 1375011 1390526 1449643 1467248 1504974 1585273 1631015 1644277 1651916 1694528 1735922 1736668 1781586 1799213 1814527 1861889 1904677 1923540 1949476 1952637 1952638 1982599 1990913 1991088 2013451 2100763 2178111 2181856 2220355 2246537 2251980
138542,113740 933038 1238692 1330585 1500228 1817054,2007861
139637,1977924,749810 2201290
139689,73337 413814 578474 1786667 2092819,2232660
140603,115109,720109 1330448 1710447
140693,154160 336229 442613 635736 636733 672105 722501 728781 1041712 1282994 1373710 1556414 1749857 1822943 1836259 1871331 2132043,390296 878219 1180229 1403910 1989304
140790,190027 298555 314915 506757 528542 706818 713491 842634 938618 1147161 1212257 1298484 1329601 1396254 1410154 1417238 1539256 1832270 1874125 1877532 1887820 1893032 1898380 1911708 1914443 1956998 1979977 1992621 2021206 2036982 2085279 2189526,7811 20056 29823 36689 47640 52145 57510 57986 59173 65016 71385 80209 83733 85888 109175 113105 121041 134813 135146 136322 142195 144087 151744 168647 169985 174133 193849 195484 201403 220769 238340 255560 267725 275460 280914 282437 298926 303193 311885 343701 371708 373393 382649 391062 394035 398655 401525 409025 409171 415778 424268 427135 493993 496756 508262 512744 521510 536258 539043 542841 603742 610035 614590 614610 621218 630256 634312 635611 643563 646878 659478 666196 666745 667511 668846 674848 679893 686579 693681 718553 737813 738312 742265 748169 748278 774200 786755 824176 836132 846474 851500 859095 872682 888364 891833 897407 908380 913648 932564 939068 940751 943169 947586 956770 966999 977745 977765 990628 1000129 1019829 1040833 1058007 1090013 1109503 1147553 1155337 1156023 1165476 1187570 1189005 1191949 1215139 1215697 1251217 1273560 1279813 1285734 1322102 1326629 1326997 1333736 1341019 1353241 1366781 1390490 1398145 1399631 1419826 1421057 1434117 1455444 1456926 1473851 1476048 1476425 1476906 1481394 1516291 1541817 1551133 1552780 1555065 1581225 1584807 1617774 1620125 1621993 1640978 1651725 1656949 1659570 1665361 1669847 1669990 1672406 1675346 1681922 1688165 1709870 1710874 1736197 1743011 1750100 1752063 1756806 1758858 1764853 1775125 1782138 1785288 1787604 1788633 1805677 1806888 1808921 1809581 1811660 1812404 1818331 1819305 1827803 1836417 1859806 1879543 1893666 1913130 1919585 1932045 1933991 1937722 1945976 1948445 1951765 1963159 1965597 1988618 2010938 2011772 2033848 2038428 2054247 2080564 2090649 2095324 2095849 2107510 2116113 2122162 2123746 2125094 2140189 2141866 2151547 2159065 2159663 2165995 2184285 2213881 2217039 2218321 2218906 2219778 2220521 2228835 2238881
142492,59369 105845 124757 136313 349900 678038 682881 714490 835134 1004072 1038125 1052331 1144871 1160906 1323379 1509458 1563593 1678677 1709159 1825510 1845501 1972861 1986647 2029580 2037593 2182120 2214449,121658 1661087
142519,94072 263160 282731 390150 672794 754768 1021945 1337983 1469482 1505700 1614415 1960881 2013740 2228593,51002 792767 2112075
142659,457295 524858 572879 1134130 2052133 2190586,70588 224046 261290 558862 781137 955790 1453183 1516669 1861835 1981078 2147932
143799,197180 783829 969188 1049844 1219601 1817165 1900746 1925557,31911 412744 673858 836872 1520328 2026102 2244057
145454,69445 220506 464582 701824 767326 772194 1015408 1173064 1237307 1263866 1333709 1412765 1517958 1573168 1656621 1668803 1715653 1757211 1763027 1869959 1909452 1965462 2066814 2114390,28624 41118 48017 66809 96532 104285 109692 139937 168602 169756 169925 192435 259621 275010 307387 316601 342606 367110 377273 393944 412776 430872 439572 445400 487803 520065 521479 565467 600241 630986 671742 718261 718496 741457 752153 768757 808067 808749 838779 864289 878882 881996 922295 928982 931040 968706 976414 976506 998040 1029717 1071576 1073906 1105059 1106228 1138295 1142512 1150678 1174755 1221699 1278413 1285907 1288473 1317023 1342551 1389784 1396066 1419377 1420067 1427352 1448440 1449422 1451572 1517696 1517765 1519406 1521843 1549301 1573272 1581537 1661348 1696645 1736479 1799482 1854739 1856480 1862436 1941945 2024000 2088440 2090438 2102073 2130962 2142217 2174138
145473,65913 100407 102975 114293 216255 282872 297935 362486 443597 460742 464815 475733 780446 782702 812022 820346 849070 854457 864547 872711 908253 927899 1047863 1060298 1170730 1220418 1304521 1349302 1442493 1494212 1597048 1647385 1713053 1749076 1836719 1881530 1904318 2057079 2114523 2153154 2175074 2178064 2196907,45123 117775 341863 384274 405353 463832 702651 764570 837003 934509 955324 1327307 1403819 1516115 1571832 1616906 1629021 1700247 1719318 1830544 2227775
146658,308702 720192 1162864 1204282 1556865 1950876 1972143,393283
146913,270164,1402013
147477,8197 122498 178393 490053 542390 566736 631649 733581 856976 894920 897048 1052349 1085415 1171374 1346194 1438799 1490885 1512063 1611236 1641169 1785799 1911077 2025883 2210984 2258233,120713 1723559
147535,67470 70279 75710 82571 104981 110319 145560 152287 153304 154320 161727 174728 191945 212145 219174 225733 227071 240558 260682 284934 292443 293991 333693 338003 338582 351771 353854 375950 381586 382702 399292 408150 416508 418664 443603 460224 474902 476972 477227 484383 512433 516675 518023 521163 525818 529652 543185 551673 552332 572707 579514 604529 616699 634209 636935 637178 639634 651360 666729 670323 675441 742883 749326 785400 785420 789534 791037 795638 838742 849423 853609 868088 875993 879833 899257 900207 906610 909304 911017 940419 966464 969185 976298 977725 978099 990056 1007931 1012965 1017920 1021258 1024967 1032659 1047086 1055507 1118969 1165106 1175726 1184795 1194416 1204958 1205275 1206819 1237571 1274311 1292482 1303813 1310961 1314469 1328365 1344281 1353425 1356698 1376203 1376826 1379803 1394878 1398406 1414484 1437876 1447046 1447109 1525320 1532341 1547092 1547364 1549517 1573964 1580263 1592978 1614441 1619028 1634734 1661595 1667236 1675171 1689798 1691871 1701561 1705411 1745817 1785400 1786527 1786849 1804360 1834389 1845897 1866747 1868861 1878537 1889243 1895047 1897299 1900726 1901367 1903182 1922388 1926080 1926996 1934548 1948741 1952055 1955359 1955793 1980869 1980975 2027038 2042266 2054998 2065070 2094254 2095310 2137651 2138874 2165153 2165196 2187040 2190124 2202405 2203248 2211588 2217577 2224215 2241716 2250015 2258644,56321 170530 214531 227621 693503 788284 1021382 1653854 1669468 1671132 1724291 1974008 2020672
148452,8038 18137 69100 671849 782106 1111176 1147122 1482023 1483272 1722782 1734722 1871774 1892133 2107392,65303 77297 122585 195230 212095 229607 328564 352244 470428 476280 484201 498197 503593 677992 688182 691449 695075 717518 767315 870260 1007708 1014571 1045021 1065415 1102921 1318586 1354780 1447201 1460459 1466474 1514217 1531252 1603380 1609620 1615516 1668262 1738336 1772671 1782110 1787183 1907814 1951988 1953212 1954352 1974474 1979405 1980032 2006085 2032629 2060285 2079981 2093877 2149398 2190510 2252715
148590,41947 65962 323493 500255 521977 614741 625987 1097147 1097232 1169105 1308265 1337186 1407433 1532179 1622822 1655828 1662843 1925207 1971027 2038102 2155775 2215576,236135 956544
148821,153261 168673 437548 461828 573645 628658 759692 926562 926638 1165592 1505138 1895807 2108451,787081
150077,1006233 1039682 1291735 1434599 1535262,114702 284113 302101 476711 616915 753228 932940 1183212 1193005 1255495 2123473 2169179 2182579
150375,24224 27944 108155 168425 202953 282374 285728 378365 401138 431322 465001 545669 664125 679687 699060 754965 793354 897140 902529 902742 907822 909154 947670 1015948 1039184 1064650 1080183 1116697 1123540 1162822 1164007 1184017 1275281 1294402 1301373 1343271 1348807 1367589 1435747 1472647 1507068 1527645 1586460 1590810 1620487 1783343 1848179 1856577 1864723 1881284 1893450 1913646 1957213 2054259 2081647 2119231 2154474 2163010 2213429 2214818 2226075 2238959,17043 88625 271525 466821 762137 775708 986604 1119083 1137494 1392217 1520933 1635826 1711442 1784975 1817107 1850757 1871111 1949097 1988591 2054884
151007,10457 43493 74169 423996 615799 657499 740056 851891 993295 1063950 1084224 1152388 1182785 1266771 1415803 1441582 1493075 1525334 1558017 1729974 1741062 1766463 2012366,319210 340893
151049,77848 403496 526722 670067 807971 903281 1014238 1314833 1430105 1603300 2214715,2112613
151651,152552 1106420 1427791,431198 2208660
152257,30420 198239 296791 449098 575372 669919 864690 1128988 1378401 1490443 1509610 1540691 1595676 1948615 2024178 2032894 2123978,313707 2073792
153228,460382 711765 769865 1050719 1300285 1355820 1376157 1526397 1590719 2043879,3113 49650 55631 67980 114167 203754 206398 224917 291812 344889 352827 358360 370925 406038 450829 468667 469040 476334 504419 520009 521001 556425 561363 567345 579792 601693 605981 606294 641797 706580 788228 807781 817191 867489 873510 903111 955762 1006699 1035883 1041468 1043477 1053580 1102734 1116476 1141400 1147602 1213391 1225517 1311801 1364617 1367092 1367148 1405713 1407387 1413876 1475300 1484430 1505667 1664739 1691615 1720431 1726910 1783198 1826643 1828836 1846338 1859507 1906504 1928134 1959268 1980478 2001060 2033913 2038950 2063095 2086852 2097773 2103391 2111769 2117200 2136693 2139219 2150937 2222139
154185,1261006 1631640,71730 652284 963318
154437,91898 195258 345233 400617 450168 495610 539114 776138 916929 1360109 1473502 1475063 1578268 1648472 1659871 1824999 1845264 1852452 1862089 1940594 2175325 2225517 2235088 2252695,224570 456347 512645 519289 602748 621800 671618 1038443 1245886 1344635 1767842 1806347 1953934 2005437 2156773
154898,187454 354215 457125 549783 688288 1471429 2243280,628053 668997 1444350 2053071
155604,67596 104469 170923 237135 262126 277447 293243 358054 377251 379636 542265 556455 620726 661371 748983 801473 821266 862024 1611208 1839217 1889643 1923383 1938038 2046027 2118775 2140700 2202268 2229845,1753323 2069382
156804,1068115 2226525,245698
157001,714076 1157098,100246 1017560 1612415
157013,605516 608378,41978 249986 325427 326327 646998 920319 1125784 1398663 1418716 1486753 1692773 1771790 2036396
157032,7349 9262 41969 47225 59766 115209 125479 248063 252542 285279 305322 342936 379981 392802 409399 447789 461734 477919 481051 533230 554487 581300 587927 636247 644385 657970 661591 677461 696876 705656 706293 716176 725810 735328 746835 747523 760520 761294 764434 766849 789511 790570 804210 811050 847359 874039 884861 890946 905211 935829 953962 959292 967995 968607 1012993 1033388 1043549 1084134 1094163 1097565 1118113 1146051 1180868 1184328 1185264 1201183 1203965 1207455 1259350 1276992 1286483 1334800 1373881 1404327 1522111 1544469 1594643 1606729 1623450 1625851 1637991 1701086 1741261 1767057 1799333 1804317 1811622 1829455 1896777 1900055 1940122 1942538 1947062 1952510 1961530 1964785 1998008 2016903 2017919 2063680 2064651 2091298 2093530 2117845 2118656 2130497 2136812 2147783 2152114 2205037 2210997 2229576 2232123 2239198 2242743 2247525,22333 53521 107986 109026 147874 184026 190838 198072 228242 235157 263498 330907 334775 385912 401929 413816 414863 443300 451673 459494 466148 522160 553068 554237 686450 753518 759784 780998 782092 782457 790343 796027 797668 844716 857273 873425 876459 951776 974675 986716 998854 1015991 1031091 1033995 1099078 1101003 1117432 1125699 1130483 1170797 1317787 1351828 1511587 1514960 1518188 1525807 1620607 1620736 1645780 1680049 1683796 1688112 1703053 1732332 1757839 1758598 1795764 1807605 1824790 1829797 1847900 1887447 1888269 1898571 1970018 1999371 2034976 2040452 2044600 2092972 2174185 2177590
157642,160660 170446 254162 372221 669734 857809 1198170 1839714 2145353 2196740,215686 626239 824177 970006 1012084 1184432 1187503 1465598 1525338 1969936
157648,10970 48668 70328 236036 244877 281228 365844 395615 431376 463821 532795 623194 662103 797333 797743 836895 868731 890789 1029985 1105837 1137397 1244400 1287302 1387500 1587916 1643132 1768468 1832721 1835816 1892851 1942791 1945354 1949132 2027418 2089417 2177688 2205962,1838253
158261,254595 520584 745612 911178 1084163 1113769 1634180 1896321,1570912
159875,372213 435348 1559721 1881666,35959 91741 221769 244791 252439 367231 407951 427718 561639 586046 663387 733017 777846 778807 811956 879909 1058792 1064438 1074076 1138117 1205371 1211294 1267882 1318985 1330505 1347293 1564917 1674951 1773214 1870184 1917286 2001567 2041172 2041801 2113316 2150126 2230658 2254282
160505,299996 648880 716245 903963 1183497 1310738,153085 237090 249536 351006 395272 542276 611778 673151 699773 706958 956901 1189513 1244448 1248616 1289607 1578934 1625123 1868822 1951803 1955425 2038418 2060355 2106668 2108677 2123018 2124094
161137,2222256,40340 802876 834008 875313 1327719
161160,4159 48819 98832 104604 216639 242710 334021 464347 485840 497793 652268 668686 670894 697572 717736 785963 788234 796568 901350 944566 1000263 1058181 1108127 1266043 1302767 1328060 1397839 1448024 1470961 1472423 1683786 1694651 1698163 1708768 1727029 1848427 1862940 1872750 1911503 1956363 1967323 1985143 2081009 2255242,99000 303203 844865 1089158 1574870 1840774
161484,329947 554115 708536 798125 1099082 1551395 1639122 1900656 2026041 2172567,329947 554115 708536 798125 883728 999463 1099082 1551395 1639122 1875058 1900656 1929337 2026041 2172567 2202943
161922,672123,1669273
162889,340 6476 33400 84774 118436 141330 153363 198290 199935 234761 241145 275332 297938 356260 380439 529182 535874 552490 612213 612617 634273 640802 683711 705353 726845 745506 781597 902141 909768 943917 952084 959738 960391 965339 985153 995326 1050294 1050913 1054934 1066432 1116689 1128633 1157336 1166970 1171285 1185810 1191593 1230026 1278229 1281679 1329095 1350955 1405261 1445577 1533793 1593668 1597150 1641165 1669064 1672130 1709307 1740746 1747523 1758605 1765088 1830248 1869852 1889358 1954500 1964661 1990498 2009232 2070082 2141405 2172989 2193543 2216560 2225834,32586 43328 45131 78071 80598 88828 103979 110203 177975 179044 211372 230577 231750 234070 235306 240522 248580 271733 274318 289420 321835 344723 427058 449310 452484 463865 476289 483735 503791 505144 508634 520689 524501 529924 619083 619914 620003 639308 641983 643965 645655 673360 682782 683113 778027 819128 857312 862391 869631 891756 897895 956755 980631 1037173 1067216 1071396 1084635 1101731 1108408 1160622 1201865 1203563 1260210 1307472 1337377 1360667 1384801 1411463 1413805 1428096 1440578 1447521 1470565 1487329 1528078 1560725 1583993 1590203 1613336 1680389 1692056 1707781 1714104 1731978 1740444 1896959 1906089 1935631 1937643 1949883 1956149 1969145 2003652 2018577 2023244 2031574 2058228 2068987 2105658 2111273 2128600 2145933 2170038 2191803 2215383 2230366 2240994
162994,1507280 1790437 2071429 2179966,1252818 1291212
163718,513342 677496,372492
164242,427783 465239 580028 2145571,99284 1307378
164243,90814 179377 186418 309609 323820 390559 472742 484060 510594 515320 555166 597683 627952 657162 672648 676111 728984 748984 828029 886435 904144 914281 1020554 1024651 1066988 1086246 1090621 1137364 1150836 1162550 1182498 1200405 1209236 1221991 1228194 1230991 1236991 1324024 1324087 1329328 1344666 1353410 1370031 1400506 1419654 1420283 1466982 1480133 1522745 1550125 1633400 1638511 1654654 1829645 1876205 1900513 1947854 1976281 1993541 2025085 2027161 2044746 2145114 2164243,95908 179556 301002 313367 354525 395135 423198 461481 471909 476912 506254 618836 672563 694423 707324 711946 825347 881078 972822 973601 1035150 1138329 1177186 1232569 1287994 1359890 1394872 1431011 1433846 1557010 1667242 1667469 1678240 1698335 1727166 1757399 1761877 1894054 1894907 1897763 1933993 2061600 2069193 2122867 2160189 2182733
164878,27832 62536 96433 118409 130725 166181 190492 196698 215453 219231 232710 241447 257450 263638 288455 293957 331328 355691 374385 406494 487307 501806 510112 519489 546032 556238 564484 606137 610699 679280 800023 867858 869794 882859 883079 891492 937840 1142880 1158341 1158680 1223479 1243445 1270500 1280107 1282247 1336163 1346834 1350516 1379496 1381857 1386049 1425721 1474760 1483880 1498411 1594574 1622758 1630241 1632865 1636588 1679442 1701350 1703124 1719133 1740401 1755422 1766390 1790702 1792103 1801675 1820513 1826293 1839652 1884346 1889097 1889759 1966085 2008515 2017351 2037090 2049017 2148378 2150037 2188873 2194070 2201398 2257838,61025 94207 125036 182950 423482 444324 462845 492624 570050 609641 1073571 1097018 1097626 1148180 1152939 1260660 1290848 1358655 1897780 2006317 2021239 2182064
165136,18699 191938 194707 257690 467435 692076 789529 838700 964731 1327378 1654912 1678254 1759475 1814227 2107428,1085077
165418,23667 46074 71712 83637 126009 133130 162255 178257 190179 204054 269976 289765 294884 316594 318301 334573 339739 350022 353817 356951 375554 395026 434292 445054 473450 497814 553417 570225 599847 609627 647645 669351 674891 681007 689720 700591 732527 796298 813291 828522 847147 872578 872753 876359 903061 924747 961228 1004409 1050362 1066058 1083526 1117128 1135554 1148108 1148406 1191790 1195946 1197529 1267241 1315101 1346874 1350881 1455565 1504318 1530320 1539654 1588652 1593300 1593644 1594677 1626012 1636892 1680174 1753557 1757833 1807576 1842407 1857230 1923555 1990970 2010719 2034731 2091899 2092428 2109046 2169333 2209863 2221233,54875 76048 115367 145452 278736 458674 637518 657491 684873 872619 938069 940879 1028773 1041721 1056315 1214309 1345579 1486601 1504231 1512620 1622394 1676558 1707764 1798687 1883076 1894303 1923881 1964437 1967575 2003350 2075400 2170769
166195,28666 35424 108878 144721 195157 225729 234907 369765 423098 442858 543961 567679 577172 589194 732305 748405 842010 944669 961327 1140975 1144804 1151735 1367455 1451829 1569473 1587847 1590894 1627343 1658199 1780757 1925097 2254091,13394 211812 1504839
167190,1322066 1367765,390248 1791156 2159505 2168063
167373,1514476 1618069 2155634,212418 216208 216208 395188 395188 545702 570706 622656 682596 770321 929316 944564 951775 1004566 1007772 1007772 1043205 1052524 1058407 1122805 1122805 1140059 1161662 1182010 1206292 1368718 1393748 1519497 1551323 1721728 1790715 1951296 2015030 2053574 2060521 2086276 2124692 2173760 2198100 2213520 2213520
167589,238729 253102 253615 463034 530833 581278 601139 637295 685545 708789 866841 900808 919507 1179565 1234328 1244827 1276673 1341469 1382860 1462323 1809874 1821084 1868471 2119078 2141523 2209393,118936 140781 313514 334442 390855 432882 586339 603118 889710 939767 943846 1308168 1310983 1480581 1482038 1568832 1595582 1641261 1708532 1762120 1768432 2158306 2237754
167883,22891 32118 150351 233139 251733 314247 380864 403940 410724 517376 519192 596665 598248 707624 788484 810181 927391 956632 961137 1069832 1122921 1156298 1223831 1252158 1381739 1387088 1390709 1500226 1567766 1657536 1742961 1763180 1882926 1980649 2023801 2039688 2257556,12709 43793 72756 91886 99232 106222 117553 182189 228541 246070 263577 264653 268752 326960 346997 390585 409330 514378 523750 533872 559317 571022 594745 609516 617671 671127 672905 741747 843277 888237 932021 936001 959689 1084609 1109314 1214145 1231754 1240431 1265749 1297361 1312346 1345352 1351714 1355265 1357647 1465230 1504053 1505304 1575205 1627783 1634593 1681403 1716836 1725304 1729413 1765029 1784540 1796168 1818252 1823294 1930164 1951838 2059324 2081401 2120133 2145902
168683,94077 218607 482045 556511 697309 1180589 1418859 1476975 1662923,278400 301392 486989 1450074 1858736 1908460 1957861 1967577 2057469
168923,17356 674328 698775 1627321,454964 1165690 1180298 2226131 2234794
169144,482063 1074587 1074634 1135331 1676953 2024030 2056744 2193538 2233695,467935
169748,1117564 1294265 1874651,427067 1051508 1472640 1631761 1683539 2083992 2230257
170244,1133370 2066516,275476 355875 532703 707495 734755 752902 913928 1055037 1133370 1240800 1362224 1436938 1539574 1700704 1795152 1981292 1983408 2066516 2119454 2152606 2207869 2215401
170924,3825 8584 14475 16140 19943 33786 43791 63342 66193 68366 68399 68618 98281 117682 130105 155710 221152 239497 244925 250394 259897 274792 278847 287016 353281 378209 380592 395979 407066 416393 433416 449798 454846 464020 478328 480525 487926 488463 506591 506591 506591 507926 511904 531101 532598 537241 537241 537241 540719 544073 560337 560567 563960 564537 565191 578760 579520 588077 596406 612866 625400 629075 637673 646931 658592 663739 682308 691111 701712 710446 712975 720335 720335 720335 736994 745388 747927 767466 772562 781732 810550 818666 821335 847739 850308 885485 905971 911626 916657 924713 939501 966930 971221 977085 977916 987640 991726 992677 1003442 1004303 1004727 1006407 1020105 1024882 1036009 1069922 1071583 1076772 1084930 1090433 1092352 1101824 1101827 1113565 1118378 1121220 1127164 1133749 1135390 1135390 1135390 1143434 1158537 1159633 1169402 1170180 1171180 1179228 1188954 1206328 1210125 1214439 1215859 1240459 1242557 1257433 1265523 1265664 1273408 1281705 1284918 1291223 1303313 1303361 1307076 1307076 1307076 1330118 1339445 1341275 1357548 1357548 1357548 1357845 1383967 1388147 1394169 1396206 1400070 1400070 1400070 1421701 1426053 1435509 1435545 1440960 1443975 1456739 1458583 1462475 1469360 1476124 1488005 1490601 1493902 1503798 1508033 1528728 1529268 1547955 1554015 1571081 1588745 1592450 1615351 1617683 1641024 1645389 1650393 1651373 1652491 1655787 1679581 1697209 1700591 1714229 1726073 1736113 1742809 1745393 1758356 1775487 1777446 1787062 1801520 1802121 1832622 1839273 1872201 1890347 1895739 1900878 1907018 1913232 1935291 1940214 1943922 1951200 1958559 2003916 2018325 2018370 2019017 2026999 2028833 2034154 2035137 2047155 2055087 2066106 2098067 2098777 2106059 2117961 2122159 2127533 2132148 2139665 2168470 2174612 2191634 2195230 2222208 2231930 2246156 2248379,206807 230209 372206 401594 624459 774197 1100419 1120564 1300153 1301860 1637118 1676573 1953150 2196199
171343,350427 1680625,690309 2087084
171955,27152 686592 763916 828458 851892 1035871 1440258 2022975 2050664 2166462 2218386 2227650,456127 1110135
173976,92632 150008 196136 444519 481403 497478 686051 704120 784672 802470 822426 823177 898075 956881 989094 1048751 1050979 1075447 1077282 1100454 1103186 1127515 1197247 1252508 1283034 1308898 1392980 1393733 1412940 1415713 1495113 1503729 1572926 1588412 1620661 1727515 1792523 1864157 1874642 1888910 1967850 1997260 2010582 2137776 2157254 2183966,215039 278127 349351 687627 1069191 1077282 1127515 1294106 1392980 1684149 1711143 1845443 1877694 2065010
174029,30555 45304 120237 120617 148598 264711 271833 273102 321523 330026 334017 348160 367317 370956 391816 411525 443030 443959 472861 503998 571237 575375 685023 720172 798425 830691 845862 850817 894185 931817 966193 981165 1087216 1096806 1178064 1207812 1214445 1234905 1287956 1324968 1329505 1349983 1484013 1500545 1561272 1613734 1621464 1633021 1668548 1768681 1794394 1799826 1803336 1821028 1901085 1902818 1931340 1996617 2000303 2004562 2060390 2063676 2095246 2111407 2202976 2224488,429119 558541 627029 632311 772516 860211 1246695 1251042 1317963 1592987 1739309 1807381 1812217 1865386 2063278 2154286
174378,997315,5859 41807 54630 93845 103464 147174 189505 220299 277837 304423 331697 353516 370409 372618 377189 410912 416442 437080 452878 465965 517812 520155 534692 588547 596044 606916 616616 661012 685554 713323 725068 741354 756392 773166 782703 824349 849047 866705 885405 910651 916950 933090 950699 969134 993474 1032730 1053388 1102579 1111834 1123739 1191011 1390965 1419660 1436076 1461024 1504125 1516468 1520886 1527798 1563064 1708814 1726527 1743545 1846179 1851141 1864314 1932057 1959030 2017513 2061203 2069133 2071101 2083429 2126226 2164174 2234478
