Id,ShortName,FullName,HomePage
4873,"J FINANC MARK","Journal of Financial Markets","http://www.sciencedirect.com/science/journal/13864181"
4874,"J FOR ECON","Journal of Forest Economics","http://www.sciencedirect.com/science/journal/11046899"
4875,"J FORECASTING","Journal of Forecasting",NULL
4876,"J FUTURES MARKETS","Journal of Futures Markets",NULL
4878,"J HEALTH ECON","Journal of Health Economics","http://www.sciencedirect.com/science/journal/01676296"
4879,"J HOUS ECON","Journal of Housing Economics","http://www.sciencedirect.com/science/journal/10511377"
4881,"J IND ECON","Journal of Industrial Economics",NULL
4882,"J IND MANAG OPTIM","Journal of Industrial and Management Optimization","http://aimsciences.org/journals/home.jsp?journalID=5"
4883,"J IND RELAT","Journal of Industrial Relations","http://jir.sagepub.com/"
4884,"J INST THEOR ECON","Journal of Institutional and Theoretical Economics-zeitschrift Fur Die Gesamte Staatswissenschaft",NULL
4885,"J INT BUS STUD","Journal of International Business Studies","http://www.palgrave-journals.com/jibs/index.html"
4886,"J INT ECON","Journal of International Economics","http://www.sciencedirect.com/science/journal/00221996"
4887,"J INT ECON LAW","Journal of International Economic Law","http://jiel.oxfordjournals.org/"
4888,"J INT MANAG","Journal of International Management","http://www.sciencedirect.com/science/journal/10754253"
4889,"J INT MARKETING","Journal of International Marketing",NULL
4890,"J INT MONEY FINAN","Journal of International Money and Finance","http://www.sciencedirect.com/science/journal/02615606"
4891,"J INT TRADE ECON DEV","Journal of International Trade & Economic Development","http://www.tandfonline.com/loi/rjte20"
4892,"J INTERACT MARK","Journal of Interactive Marketing",NULL
4893,"J JPN INT ECON","Journal of The Japanese and International Economies","http://www.sciencedirect.com/science/journal/08891583"
4895,"J LABOR ECON","Journal of Labor Economics","http://www.jstor.org/action/showPublication?journalCode=jlaboreconomics"
4896,"J LABOR RES","Journal of Labor Research","http://www.springerlink.com/content/110581/"
4897,"J LAW ECON","Journal of Law & Economics","http://www.jstor.org/action/showPublication?journalCode=jlaweconomics"
4898,"J LAW ECON ORGAN","Journal of Law Economics & Organization","http://jleo.oxfordjournals.org/"
4899,"J MACROECONOMICS","Journal of Macroeconomics","http://www.sciencedirect.com/science/journal/01640704"
4900,"J MANAG ORGAN","Journal of Management & Organization","http://jmo.e-contentmanagement.com/"
4901,"J MANAGE","Journal of Management","http://jom.sagepub.com/"
4902,"J MANAGE INQUIRY","Journal of Management Inquiry","http://jmi.sagepub.com/"
4903,"J MANAGE STUD-OXFORD","Journal of Management Studies",NULL
4904,"J MARKET RES-CHICAGO","Journal of Marketing Research",NULL
4905,"J MARKETING","Journal of Marketing","http://www.marketingpower.com/AboutAMA/Pages/AMA%20Publications/AMA%20Journals/Journal%20of%20Marketing/JournalofMarketing.aspx"
4906,"J MATH ECON","Journal of Mathematical Economics","http://www.sciencedirect.com/science/journal/03044068"
4907,"J MONETARY ECON","Journal of Monetary Economics","http://www.sciencedirect.com/science/journal/03043932"
4908,"J MONEY CREDIT BANKING","Journal of Money Credit and Banking",NULL
4909,"J OPER MANAG","Journal of Operations Management","http://www.sciencedirect.com/science/journal/02726963"
4911,"J ORGAN BEHAV MANAGE","Journal of Organizational Behavior Management","http://www.tandfonline.com/loi/worg20"
4912,"J ORGAN CHANGE MANAGE","Journal of Organizational Change Management","http://emeraldinsight.com/journals.htm?issn=0953-4814"
4913,"J PENSION ECON FINANC","Journal of Pension Economics & Finance","http://journals.cambridge.org/action/displayJournal?jid=PEF"
4914,"J POLICY MODELING","Journal of Policy Modeling","http://www.sciencedirect.com/science/journal/01618938"
4915,"J POLIT ECON","Journal of Political Economy","http://www.jstor.org/action/showPublication?journalCode=jpoliecon"
4916,"J POPUL ECON","Journal of Population Economics","http://www.springerlink.com/content/100520/"
4917,"J PORTFOLIO MANAGE","Journal of Portfolio Management","http://www.iijournals.com/loi/jpm"
4918,"J POST KEYNESIAN ECON","Journal of Post Keynesian Economics","http://www.mesharpe.com/mall/results1.asp?ACR=pke"
4919,"J PROD ANAL","Journal of Productivity Analysis","http://www.springerlink.com/content/100296/"
4920,"J PROD INNOVAT MANAGE","Journal of Product Innovation Management",NULL
4921,"J PUBLIC ECON","Journal of Public Economics","http://www.sciencedirect.com/science/journal/00472727"
4922,"J PUBLIC ECON THEORY","Journal of Public Economic Theory",NULL
4923,"J PUBLIC POLICY MARKETING","Journal of Public Policy & Marketing",NULL
4924,"J REAL ESTATE FINANC ECON","Journal of Real Estate Finance and Economics","http://www.springerlink.com/content/102945/"
4925,"J REGUL ECON","Journal of Regulatory Economics","http://www.springerlink.com/content/100298/"
4926,"J RETAIL","Journal of Retailing","http://www.sciencedirect.com/science/journal/00224359"
4927,"J RISK","Journal of Risk","http://www.thejournalofrisk.com/"
4928,"J RISK INS","Journal of Risk and Insurance","http://www.bepress.com/apjri/"
4929,"J RISK UNCERTAINTY","Journal of Risk and Uncertainty","http://www.springerlink.com/content/100299/"
4930,"J ROY STATIST SOC SER A STAT","Journal of The Royal Statistical Society Series A-statistics in Society","http://www.wiley.com/bw/journal.asp?ref=0964-1998"
4932,"J SERV MARK","Journal of Services Marketing","http://emeraldinsight.com/journals.htm?issn=0887-6045"
4933,"J SERV RES","Journal of Service Research","http://jsr.sagepub.com/"
4934,"J SMALL BUS MANAGEMENT","Journal of Small Business Management",NULL
4935,"J SPORT ECON","Journal of Sports Economics","http://jse.sagepub.com/"
4937,"J TRANSP ECON POLICY","Journal of Transport Economics and Policy","http://www.bath.ac.uk/e-journals/jtep/"
4938,"J URBAN ECON","Journal of Urban Economics","http://www.sciencedirect.com/science/journal/00941190"
4939,"J WORLD BUS","Journal of World Business","http://www.sciencedirect.com/science/journal/10909516"
4943,"JPN ECON REV","Japanese Economic Review","http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1468-5876"
4944,"JPN WORLD ECON","Japan and The World Economy","http://www.sciencedirect.com/science/journal/09221425"
4945,"","Kyklos","http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-6435"
4946,"LABOUR ECON","Labour Economics","http://www.sciencedirect.com/science/journal/09275371"
4947,"","Leadership Quarterly","http://www.sciencedirect.com/science/journal/10489843"
4949,"LONG RANGE PLANN","Long Range Planning","http://www.sciencedirect.com/science/journal/00246301"
4950,"MACROECON DYN","Macroeconomic Dynamics","http://journals.cambridge.org/action/displayJournal?jid=MDY"
4951,"MANAG COMMUN Q","Management Communication Quarterly","http://mcq.sagepub.com/"
4953,"MANAGE DECISION","Management Decision","http://emeraldinsight.com/journals.htm?issn=0025-1747"
4954,"MANAGE INT REV-WIESBADEN","Management International Review","http://www.mir-online.de/"
4955,"MANAGE LEARNING","Management Learning","http://mlq.sagepub.com/"
4956,"MANAGE SCI","Management Science","http://mansci.journal.informs.org/"
4957,"MANCH SCH","Manchester School",NULL
4959,"MARK LETT","Marketing Letters","http://www.springerlink.com/content/100312/"
4960,"MARK THEORY","Marketing Theory","http://mtq.sagepub.com/"
4961,"MARKET SCI","Marketing Science","http://mktsci.journal.informs.org/"
4962,"MATH FINANC","Mathematical Finance",NULL
4968,"NBER MACROECON ANN","Nber Macroeconomics Annual","http://mitpress.mit.edu/catalog/browse/browse.asp?serid=144&btype=6&order=d9&pstart=0"
4969,"NEGOTIATION J","Negotiation Journal","http://www.springerlink.com/content/102591/"
4970,"NETW SPAT ECON","Networks & Spatial Economics","http://www.springerlink.com/content/106607/"
4971,"NEW POLIT ECON","New Political Economy","http://www.tandfonline.com/loi/cnpe20"
4972,"NEW TECHNOL WORK EMPLOY","New Technology Work and Employment",NULL
4973,"OMEGA-INT J MANAGE SCI","Omega-international Journal of Management Science","http://www.omegajournal.org/"
4974,"OPEN ECON REV","Open Economies Review","http://www.springerlink.com/content/100323/"
4975,"ORGAN BEHAV HUM DECISION PROC","Organizational Behavior and Human Decision Processes","http://www.sciencedirect.com/science/journal/07495978"
4976,"ORGAN DYN","Organizational Dynamics","http://www.sciencedirect.com/science/journal/00902616"
4977,"ORGAN RES METHODS","Organizational Research Methods","http://orm.sagepub.com/"
4978,"ORGAN SCI","Organization Science","http://orgsci.journal.informs.org/"
4979,"ORGAN STUD","Organization Studies","http://oss.sagepub.com/"
4980,"","Organization","http://org.sagepub.com/"
4981,"OXFORD BULL ECON STAT","Oxford Bulletin of Economics and Statistics","http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1468-0084"
4982,"OXFORD ECON PAP-NEW SER","Oxford Economic Papers-new Series","http://oep.oxfordjournals.org/"
4983,"OXFORD REV ECON POLICY","Oxford Review of Economic Policy","http://oxrep.oxfordjournals.org/"
4985,"PAC ECON REV","Pacific Economic Review",NULL
4986,"PAC-BASIN FINANC J","Pacific-basin Finance Journal","http://www.sciencedirect.com/science/journal/0927538X"
4987,"","Panoeconomicus","http://www.doiserbia.nb.rs/journal.aspx?issn=1452-595X&AspxAutoDetectCookieSupport=1"
4989,"PORT ECON J","Portuguese Economic Journal","http://www.springerlink.com/content/111060/"
4990,"POST-COMMUNIST ECON","Post-communist Economies","http://www.tandfonline.com/loi/cpce20"
4993,"PROBL ECON TRANSIT","Problems of Economic Transition","http://www.mesharpe.com/mall/results1.asp?ACR=pet"
4994,"PROD OPER MANAG","Production and Operations Management","http://www.poms.org/journal/"
4995,"PUBLIC FINANC REV","Public Finance Review","http://pfr.sagepub.com/"
4996,"PUBLIC MANAG REV","Public Management Review","http://www.tandfonline.com/loi/rpxm20"
4998,"QME-QUANT MARK ECON","Qme-quantitative Marketing and Economics","http://www.springer.com/business+%26+management/marketing/journal/11129"
4999,"QUANT FINANC","Quantitative Finance","http://www.tandfonline.com/loi/rquf20"
5000,"QUART J ECON","Quarterly Journal of Economics","http://qje.oxfordjournals.org/"
5001,"R D MANAGE","R & D Management",NULL
5002,"RAE-REV ADM EMPRES","Rae-revista De Administracao De Empresas","http://www16.fgv.br/rae/rae/index.cfm"
5003,"RAND J ECON","Rand Journal of Economics","http://www.rje.org/"
5005,"REAL ESTATE ECON","Real Estate Economics",NULL
5006,"RECH ECON LOUVAIN","Recherches Economiques De Louvain-louvain Economic Review","http://www.uclouvain.be/en-285800.html"
5008,"RES POLICY","Research Policy","http://www.sciencedirect.com/science/journal/00487333"
5010,"RESOUR ENERGY ECON","Resource and Energy Economics","http://www.sciencedirect.com/science/journal/09287655"
5011,"REV BLACK POLIT ECON","Review of Black Political Economy","http://www.springerlink.com/content/107895/"
5012,"REV DEV ECON","Review of Development Economics",NULL
5013,"REV ECON","Revue Economique","http://www.revue-economique.fr/"
5015,"REV ECON DYN","Review of Economic Dynamics","http://www.sciencedirect.com/science/journal/10942025"
5018,"REV ECON STATIST","Review of Economics and Statistics","http://www.mitpressjournals.org/loi/rest"
5019,"REV ECON STUD","Review of Economic Studies",NULL
5020,"REV ENV ECON POLICY","Review of Environmental Economics and Policy","http://reep.oxfordjournals.org/"
5023,"REV FINANC","Review of Finance","http://rof.oxfordjournals.org/"
5024,"REV FINANC STUD","Review of Financial Studies","http://rfs.oxfordjournals.org/"
5025,"REV HIST ECON","Revista De Historia Economica","http://journals.cambridge.org/action/displayJournal?jid=RHE"
5026,"REV INCOME WEALTH","Review of Income and Wealth",NULL
5027,"REV INDUSTRIAL ORGAN","Review of Industrial Organization","http://www.springerlink.com/content/100336/"
5028,"REV INT POLIT ECON","Review of International Political Economy","http://www.tandfonline.com/loi/rrip20"
5029,"REV NETW ECON","Review of Network Economics","http://www.bepress.com/rne/"
5030,"REV SOC ECON","Review of Social Economy","http://www.tandfonline.com/loi/rrse20"
5032,"REV WORLD ECON","Review of World Economics","http://www.springerlink.com/content/112760/"
5033,"WELTWIRTSCHAFTL ARCH","Weltwirtschaftliches Archiv-review of World Economics","http://www.springerlink.com/content/112760/"
5037,"S AFR J ECON","South African Journal of Economics",NULL
5039,"SCAND ACTUAR J","Scandinavian Actuarial Journal","http://www.tandfonline.com/loi/sact20"
5040,"SCAND J ECON","Scandinavian Journal of Economics",NULL
5042,"SCAND J MANAG","Scandinavian Journal of Management","http://www.sciencedirect.com/science/journal/09565221"
5043,"SCOT J POLIT ECON","Scottish Journal of Political Economy",NULL
5044,"SERV IND J","Service Industries Journal","http://www.tandfonline.com/loi/fsij20"
5045,"SINGAP ECON REV","Singapore Economic Review","http://ejournals.worldscientific.com.sg/ser/ser.shtml"
5047,"SMALL BUS ECON","Small Business Economics","http://www.springerlink.com/content/100338/"
5048,"SOC CHOICE WELFARE","Social Choice and Welfare","http://www.springerlink.com/content/100385/"
5049,"SOUTHERN ECON J","Southern Economic Journal","http://www.utc.edu/Outreach/SouthernEconomicAssociation/southern-economic-journal.html"
5050,"STRATEG MANAGE J","Strategic Management Journal",NULL
5051,"STRATEG ORGAN","Strategic Organization","http://soq.sagepub.com/"
5052,"STUD NONLINEAR DYN ECONOM","Studies in Nonlinear Dynamics and Econometrics","http://www.bepress.com/snde/"
5053,"SUPPLY CHAIN MANAG","Supply Chain Management-an International Journal","http://www.emeraldinsight.com/journals.htm?issn=1359-8546"
5054,"SYST DYNAM REV","System Dynamics Review",NULL
5055,"SYST PRACT ACTION RES","Systemic Practice and Action Research","http://www.springerlink.com/content/104295/"
5056,"SYST RES BEHAV SCI","Systems Research and Behavioral Science",NULL
5057,"TECHNOL ANAL STRATEG MANAGE","Technology Analysis & Strategic Management","http://www.tandfonline.com/loi/ctas20"
5059,"THEOR DECIS","Theory and Decision","http://www.springerlink.com/content/100341/"
5060,"TOTAL QUAL MANAG BUS EXCELL","Total Quality Management & Business Excellence","http://www.tandfonline.com/loi/ctqm20"
5061,"TOTAL QUAL MANAGE","Total Quality Management","http://www.tandfonline.com/loi/ctqm19"
5062,"TOURISM MANAGE","Tourism Management","http://www.sciencedirect.com/science/journal/02615177"
5068,"WORLD BANK ECON REV","World Bank Economic Review","http://wber.oxfordjournals.org/"
5069,"WORLD BANK RES OBSERVER","World Bank Research Observer","http://wbro.oxfordjournals.org/"
5070,"WORLD ECON","World Economy",NULL
5071,"Z WIRTSCH","Zeitschrift Fur Wirtschaftsgeographie","http://www.wirtschaftsgeographie.com/"
5074,"ACTA ASTRONAUT","Acta Astronautica","http://www.elsevier.com/wps/find/journaldescription.cws_home/310/description#description"
5076,"ACTA MECH","Acta Mechanica","http://www.springerlink.com/content/108107/"
5077,"ACTA MECH SINICA","Acta Mechanica Sinica","http://www.springerlink.com/content/112922/"
5078,"ACTA MECH SOLIDA SINICA","Acta Mechanica Solida Sinica","http://www.sciencedirect.com/science/journal/08949166"
5080,"ADV ELECTR COMPUT ENG","Advances in Electrical and Computer Engineering","http://www.aece.ro/"
5081,"ADV STEEL CONSTR","Advanced Steel Construction","http://www.hkisc.org/ijasc/index.htm"
5082,"ADV STRUCT ENG","Advances in Structural Engineering","http://www.multi-science.co.uk/advstruc.htm"
5084,"ADV WATER RESOUR","Advances in Water Resources","http://www.sciencedirect.com/science/journal/03091708"
5085,"ADVAN APPL MECH","Advances in Applied Mechanics","http://www.elsevier.com/wps/find/bookseriesdescription.cws_home/BS_0020/description"
5087,"AEROSOL SCI TECH","Aerosol Science and Technology",""
5088,"AEROSP AM","Aerospace America","http://www.aerospaceamerica.org/Pages/TableOfContents.aspx"
5089,"AEROSP SCI TECHNOL","Aerospace Science and Technology","http://www.sciencedirect.com/science/journal/12709638"
5091,"AIAA J","Aiaa Journal","http://www.aiaa.org/content.cfm?pageid=322&lupubid=2"
5092,"AIRCRAFT ENG AEROSP TECHNOL","Aircraft Engineering and Aerospace Technology","http://emeraldinsight.com/journals.htm?issn=0002-2667"
5094,"ANAL SCI","Analytical Sciences",""
5095,"ANALOG INTEGR CIRCUIT SIGNAL","Analog Integrated Circuits and Signal Processing","http://www.springerlink.com/content/100232/"
5096,"","Analusis",""
5097,"ANN BIOMED ENG","Annals of Biomedical Engineering","http://www.springerlink.com/content/111241/"
5098,"ANN NUCL ENERG","Annals of Nuclear Energy","http://www.sciencedirect.com/science/journal/03064549"
5099,"ANNU REV BIOMED ENG","Annual Review of Biomedical Engineering",""
5100,"ANNU REV FLUID MECH","Annual Review of Fluid Mechanics",""
5101,"APPL ENERG","Applied Energy","http://www.sciencedirect.com/science/journal/03062619"
5102,"APPL ENG AGRIC","Applied Engineering in Agriculture","http://asae.frymulti.com/toc_journals.asp?volume=27&issue=3&conf=aeaj&orgconf=aeaj2011"
5103,"APPL ERGON","Applied Ergonomics","http://www.sciencedirect.com/science/journal/00036870"
5104,"APPL MAGN RESON","Applied Magnetic Resonance","http://www.springerlink.com/content/120628/"
5105,"APPL MATH MECH-ENGL ED","Applied Mathematics and Mechanics-english Edition","http://www.springerlink.com/content/106588/"
5106,"APPL MATH MODEL","Applied Mathematical Modelling","http://www.sciencedirect.com/science/journal/0307904X"
5107,"APPL MECH REV","Applied Mechanics Reviews","http://scitation.aip.org/ASMEJournals/AMR/"
5108,"APPL OCEAN RES","Applied Ocean Research","http://www.sciencedirect.com/science/journal/01411187"
5109,"APPL RHEOL","Applied Rheology","http://www.appliedrheology.org/"
5110,"APPL SPECTROSC","Applied Spectroscopy","http://www.springer.com/physics/atomic,+molecular,+optical+%26+plasma+physics/journal/10812"
5111,"APPL SPECTROSC REV","Applied Spectroscopy Reviews",""
5112,"APPL THERM ENG","Applied Thermal Engineering","http://www.sciencedirect.com/science/journal/13594311"
5113,"ARAB J SCI ENG","Arabian Journal for Science and Engineering","http://www.springerlink.com/content/122088/"
5114,"ARCH APPL MECH","Archive of Applied Mechanics","http://www.springer.com/materials/mechanics/journal/419"
5116,"ARCH COMPUT METHOD ENG","Archives of Computational Methods in Engineering","http://www.springerlink.com/content/120575/"
5117,"ARCH MECH","Archives of Mechanics","http://am.ippt.gov.pl/index.php/am"
5118,"ARCH RATION MECH ANAL","Archive for Rational Mechanics and Analysis","http://www.springerlink.com/content/101155/"
5119,"ARTIF INTELL ENG","Artificial Intelligence in Engineering","http://www.sciencedirect.com/science/journal/09541810"
5120,"ASHRAE J","Ashrae Journal","http://www.ashrae.org/publications/page/540"
5121,"ASIAN J CONTROL","Asian Journal of Control",NULL
5122,"","Assembly Automation","http://emeraldinsight.com/journals.htm?issn=0144-5154"
5124,"AT ENERGY-ENGL TR","Atomic Energy","http://www.springerlink.com/content/106458/"
5125,"AT SPECTROSC","Atomic Spectroscopy",""
5126,"AT-AUTOM","At-automatisierungstechnik","http://www.oldenbourg-verlag.de/wissenschaftsverlag/automatisierungstechnik/01782312"
5127,"ATOMIZATION SPRAYS","Atomization and Sprays",""
5128,"AUTOM CONSTR","Automation in Construction","http://www.sciencedirect.com/science/journal/09265805"
5129,"AUTOMAT REMOTE CONTR-ENGL TR","Automation and Remote Control","http://www.springer.com/mathematics/journal/10513"
5132,"BALT J ROAD BRIDGE ENG","Baltic Journal of Road and Bridge Engineering","http://www.bjrbe.vgtu.lt/volumes/en/volumes.php"
5134,"","Bauphysik",NULL
5135,"","Bautechnik",NULL
5136,"BETON- STAHLBETONBAU","Beton- Und Stahlbetonbau",NULL
5137,"BIOINSPIR BIOMIM","Bioinspiration & Biomimetics",""
5138,"BIOMED SIGNAL PROCESS CONTROL","Biomedical Signal Processing and Control","http://www.sciencedirect.com/science/journal/17468094"
5139,"BLDG ENVIRON","Building and Environment","http://www.sciencedirect.com/science/journal/03601323"
5142,"BUILD SERV ENG RES TECHNOL","Building Services Engineering Research & Technology","http://bse.sagepub.com/"
5143,"BUILDING RES INFORM","Building Research and Information","http://www.tandfonline.com/loi/rbri20"
5144,"BULL POL ACAD SCI-TECH SCI","Bulletin of The Polish Academy of Sciences-technical Sciences","http://bulletin.pan.pl/"
5145,"","Bunseki Kagaku",""
5147,"CAN GEOTECH J","Canadian Geotechnical Journal","http://www.nrcresearchpress.com/loi/cgj"
5149,"CAN J CIVIL ENG","Canadian Journal of Civil Engineering","http://www.nrcresearchpress.com/journal/cjce"
5150,"CAN J ELECT COMPUT ENG","Canadian Journal of Electrical and Computer Engineering-revue Canadienne De Genie Electrique Et Informatique","http://www.ieee.ca/journal/1-home.html"
5152,"CHEM ANAL","Chemia Analityczna",""
5153,"CHEM PETROL ENG-ENGL TR","Chemical and Petroleum Engineering","http://www.springerlink.com/content/106461/"
5154,"CHEM TECHNOL FUELS OILS-ENGL","Chemistry and Technology of Fuels and Oils",""
5155,"CHEMOMETR INTELL LAB SYST","Chemometrics and Intelligent Laboratory Systems",""
5156,"CHIN J AERONAUT","Chinese Journal of Aeronautics","http://www.elsevier.com/wps/find/journaldescription.cws_home/711532/description"
5157,"CHIN J MECH ENG","Chinese Journal of Mechanical Engineering","http://jxgcxb.periodicals.net.cn/default.html"
5161,"CHINA OCEAN ENG","China Ocean Engineering","http://www.chinaoceanengin.cn/hygczgen/ch/index.aspx"
5163,"CIRC SYST SIGNAL PROCESS","Circuits Systems and Signal Processing","http://www.springerlink.com/content/109373/"
5164,"","Circuit World","http://emeraldinsight.com/journals.htm?issn=0305-6120"
5165,"CIRP ANN-MANUF TECHNOL","Cirp Annals-manufacturing Technology","http://www.cirp.net/index.php?option=com_content&task=view&id=101&Itemid=66"
5166,"CIV ENG ENVIRON SYST","Civil Engineering and Environmental Systems","http://www.tandf.co.uk/journals/gcee"
5168,"COAST ENG","Coastal Engineering","http://www.sciencedirect.com/science/journal/03783839"
5170,"COLD REG SCI TECHNOL","Cold Regions Science and Technology","http://www.sciencedirect.com/science/journal/0165232X"
5171,"COMBUST EXPL SHOCK WAVES-ENGL","Combustion Explosion and Shock Waves","http://www.springerlink.com/content/106465/"
5172,"COMBUST FLAME","Combustion and Flame",""
5173,"COMBUST SCI TECHNOL","Combustion Science and Technology",""
5174,"COMBUST THEORY MODEL","Combustion Theory and Modelling",""
5175,"COMPEL-INT J COMPUT MATH ELEC","Compel-the International Journal for Computation and Mathematics in Electrical and Electronic Engineering","http://emeraldinsight.com/journals.htm?issn=0332-1649"
5176,"COMPUT OPTIM APPL","Computational Optimization and Applications","http://www.springerlink.com/content/100249/"
5177,"COMPUT-AIDED CIVIL INFRASTR E","Computer-aided Civil and Infrastructure Engineering",NULL
5178,"COMPUTATION MECH","Computational Mechanics","http://www.springerlink.com/content/100468/"
5179,"CONCEPT MAGNETIC RESONANCE","Concepts in Magnetic Resonance",""
5180,"CONCEPTS MAGN RESON PART A","Concepts in Magnetic Resonance Part A",""
5181,"CONCEPTS MAGN RESON PART B","Concepts in Magnetic Resonance Part B-magnetic Resonance Engineering",""
5182,"CONCURRENCY-PRACT EXPER","Concurrency-practice and Experience",""
5184,"CONTINUUM MECH THERMODYN","Continuum Mechanics and Thermodynamics","http://www.springerlink.com/content/100469/"
5188,"CONTROL ENG PRACTICE","Control Engineering Practice","http://www.sciencedirect.com/science/journal/09670661"
5191,"CRIT REV BIOMED ENG","Critical Reviews in Biomedical Engineering","http://dl.begellhouse.com/journals/4b27cbfc562e21b8.html"
5192,"CRYST ENG","Crystal Engineering","http://www.sciencedirect.com/science/journal/14630184"
5193,"","Crystengcomm","http://pubs.rsc.org/en/journals/journalissues/ce"
5194,"CYBERN SYST ANAL-ENGL TR","Cybernetics and Systems Analysis",""
5195,"DEFENCE SCI J","Defence Science Journal",""
5196,"DESALIN WATER TREAT","Desalination and Water Treatment","http://www.deswater.com/home.php"
5197,"DESIGN STUD","Design Studies","http://www.sciencedirect.com/science/journal/0142694X"
5199,"DYN STABILITY SYSTEMS","Dynamics and Stability of Systems",""
5200,"DYN SYST","Dynamical Systems-an International Journal",""
5201,"DYN SYST APPL","Dynamic Systems and Applications",""
5204,"DYNAMICS CONTROL","Dynamics and Control","http://www.springerlink.com/content/102873/"
5205,"EARTHQ ENG ENG VIB","Earthquake Engineering and Engineering Vibration","http://www.ceps.com.tw/ec/ecJnlIntro.aspx?Jnliid=2764"
5206,"EARTHQUAKE ENG STRUC DYNAM","Earthquake Engineering & Structural Dynamics","http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1096-9845"
5210,"ELEC ENG JPN","Electrical Engineering in Japan",NULL
5211,"ELEC MACH POWER SYST","Electric Machines and Power Systems","http://www.tandfonline.com/loi/uemp20"
5212,"ELEC POWER SYST RES","Electric Power Systems Research","http://www.elsevier.com/wps/find/journaldescription.cws_home/504085/description"
5213,"ELECTR ENG","Electrical Engineering","http://www.springer.com/engineering/electronics/journal/202"
5214,"ELECTR POWER COMPON SYST","Electric Power Components and Systems","http://www.tandf.co.uk/journals/authors/uempauth.asp"
5215,"ELECTROANAL","Electroanalysis","http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1521-4109"
5216,"","Electromagnetics","http://www.tandfonline.com/loi/uemg20"
5217,"ELECTRON COMMUN ENG J","Electronics & Communication Engineering Journal","http://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=2219"
5218,"ELECTRON COMMUN JPN II","Electronics and Communications in Japan Part Ii-electronics",NULL
5219,"ELECTRON COMMUN JPN III","Electronics and Communications in Japan Part Iii-fundamental Electronic Science",NULL
5222,"ELECTRON LETT","Electronics Letters","http://www.ieedl.org/EL"
5227,"ENERG BLDG","Energy and Buildings","http://www.sciencedirect.com/science/journal/03787788"
5228,"ENERG CONV MANAGE","Energy Conversion and Management","http://www.elsevier.com/wps/find/journaldescription.cws_home/269/description"
5229,"ENERG ENG","Energy Engineering","http://www.tandfonline.com/loi/uene20"
5230,"ENERG EXPLOR EXPLOIT","Energy Exploration & Exploitation","http://www.multi-science.co.uk/eee.htm"
5231,"ENERG FUEL","Energy & Fuels",""
5232,"ENERG SOURCE","Energy Sources","http://www.tandfonline.com/loi/ueso19"
5233,"","Energies",""
5234,"","Energy","http://www.iaee.org/en/publications/journal.aspx"
5236,"ENG ANAL BOUND ELEM","Engineering Analysis With Boundary Elements","http://www.sciencedirect.com/science/journal/09557997"
5237,"ENG APPL ARTIF INTELL","Engineering Applications of Artificial Intelligence","http://www.sciencedirect.com/science/journal/09521976"
5238,"ENG COMPUTATIONS","Engineering Computations","http://emeraldinsight.com/journals.htm?issn=0264-4401"
5239,"ENG FAIL ANAL","Engineering Failure Analysis","http://www.sciencedirect.com/science/journal/13506307"
5240,"ENG FRACTURE MECH","Engineering Fracture Mechanics","http://www.sciencedirect.com/science/journal/00137944"
5243,"ENG OPTIMIZ","Engineering Optimization","http://www.tandfonline.com/loi/geno20"
5244,"ENG STRUCT","Engineering Structures","http://www.sciencedirect.com/science/journal/01410296"
5245,"ENVIRON ENG SCI","Environmental Engineering Science","http://www.liebertpub.com/products/product.aspx?pid=15"
5246,"ENVIRON FLUID MECH","Environmental Fluid Mechanics","http://www.springerlink.com/content/106596/"
5247,"ENVIRON PROG","Environmental Progress",""
5248,"ENVIRON PROG SUSTAIN ENERGY","Environmental Progress & Sustainable Energy","http://www.aiche.org/Publications/EnvironmentalProgress/index.aspx"
5251,"EPRI J","Epri Journal","http://my.epri.com/portal/server.pt?"
5252,"","Ergonomics",""
5253,"ESA BULL-EUR SPACE AGENCY","Esa Bulletin-european Space Agency","http://www.esa.int/SPECIALS/ESA_Publications/SEMDQRZ990E_0.html"
5254,"EUR J CONTROL","European Journal of Control","http://ejc.revuesonline.com/acceuil.jsp"
5255,"EUR J ENVIRON CIV ENG","European Journal of Environmental and Civil Engineering","http://ejece.revuesonline.com/acceuil.jsp"
5256,"EUR J IND ENG","European Journal of Industrial Engineering","http://www.inderscience.com/browse/index.php?journalCODE=ejie"
5257,"EUR J MECH A-SOLID","European Journal of Mechanics A-solids","http://www.sciencedirect.com/science/journal/09977538"
5258,"EUR J MECH B-FLUID","European Journal of Mechanics B-fluids","http://www.sciencedirect.com/science/journal/09977546"
5260,"EUR MASS SPECTROM","European Mass Spectrometry",""
5261,"EUR TRANS ELECTR POWER","European Transactions on Electrical Power","http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1546-3109"
5262,"EURASIP J ADV SIGNAL PROCESS","Eurasip Journal on Advances in Signal Processing","http://www.hindawi.com/journals/asp/"
